序号,文件名,相对路径
2581,man_fat_civilian_locomotion.anims,npc\generic_characters\man_fat\locomotion\man_fat_civilian_locomotion.anims
2582,alt__stand__2h_on_sides__01.anims,npc\main_characters\alt\interacive_scene\alt__stand__2h_on_sides__01.anims
2583,briggite_generic__stand__arms_crossed_front__01.anims,npc\main_characters\briggite\interactive_scene\briggite_generic__stand__arms_crossed_front__01.anims
2584,briggite_generic__transitions.anims,npc\main_characters\briggite\interactive_scene\briggite_generic__transitions.anims
2585,briggite_generic_work__stand_machine__2h_on_keyboard__01.anims,npc\main_characters\briggite\open_world\briggite_generic_work__stand_machine__2h_on_keyboard__01.anims
2586,briggite_generic_work__stand__lh_tablet__01.anims,npc\main_characters\briggite\open_world\briggite_generic_work__stand__lh_tablet__01.anims
2587,briggite_generic_work__stand__lh_tablet__02.anims,npc\main_characters\briggite\open_world\briggite_generic_work__stand__lh_tablet__02.anims
2588,briggite_generic_work__transitions.anims,npc\main_characters\briggite\open_world\briggite_generic_work__transitions.anims
2589,claire__stand_bar_lean0__2h_on_bar__01.anims,npc\main_characters\claire\interactive_scene\claire__stand_bar_lean0__2h_on_bar__01.anims
2590,claire__stand__lh_glass_rh_rag__01.anims,npc\main_characters\claire\interactive_scene\claire__stand__lh_glass_rh_rag__01.anims
2591,claire__transitions.anims,npc\main_characters\claire\interactive_scene\claire__transitions.anims
2592,denny__stand_lean0__rh_baseball_bat__aggressive__01.anims,npc\main_characters\denny\interactive_scene\denny__stand_lean0__rh_baseball_bat__aggressive__01.anims
2593,q003__dex_customs.anims,npc\main_characters\dex\customs\q003\q003__dex_customs.anims
2594,dex_kneel__rh_on_ground.anims,npc\main_characters\dex\interactive_scenes\dex_kneel__rh_on_ground.anims
2595,dex_sit_car.anims,npc\main_characters\dex\interactive_scenes\dex_sit_car.anims
2596,dex_transitions.anims,npc\main_characters\dex\interactive_scenes\dex_transitions.anims
2597,dex_walk__rh_cigar__hurry_up.anims,npc\main_characters\dex\interactive_scenes\dex_walk__rh_cigar__hurry_up.anims
2598,dex_relaxed_locomotion.anims,npc\main_characters\dex\locomotion\dex_relaxed_locomotion.anims
2599,evelyn_purse_locomotion.anims,npc\main_characters\evelyn\locomotion\evelyn_purse_locomotion.anims
2600,fingers__sit_chair_lean180__rh_cigarette__01.anims,npc\main_characters\fingers\fingers__sit_chair_lean180__rh_cigarette__01.anims
2601,fingers__transitions.anims,npc\main_characters\fingers\fingers__transitions.anims
2602,fingers__washing_hands__01.anims,npc\main_characters\fingers\fingers__washing_hands__01.anims
2603,hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01.anims,npc\main_characters\hanako\interactive_scene\hanako__sit_barstool_bar_lean90__rh_on_bar_legs_crossed__01.anims
2604,hanako__sit_chair_table__2h_on_table__01.anims,npc\main_characters\hanako\interactive_scene\hanako__sit_chair_table__2h_on_table__01.anims
2605,hanako__sit_chair_table__lh_on_forehead__01.anims,npc\main_characters\hanako\interactive_scene\hanako__sit_chair_table__lh_on_forehead__01.anims
2606,hanako__stand__2h_front__01.anims,npc\main_characters\hanako\interactive_scene\hanako__stand__2h_front__01.anims
2607,hanako__transitions.anims,npc\main_characters\hanako\interactive_scene\hanako__transitions.anims
2608,wa_hanako_unarmed_locomotion_relaxed.anims,npc\main_characters\hanako\locomotion\wa_hanako_unarmed_locomotion_relaxed.anims
2609,henry__lie_lounger_lean180__2h_back_head__01.anims,npc\main_characters\henry\interactive_scene\henry__lie_lounger_lean180__2h_back_head__01.anims
2610,jackie_stand__2h_cannon.anims,npc\main_characters\jackie\customs\q001\jackie_stand__2h_cannon.anims
2611,stand_lean180__cover.anims,npc\main_characters\jackie\customs\q001\stand_lean180__cover.anims
2612,q003__jackie_customs.anims,npc\main_characters\jackie\customs\q003\q003__jackie_customs.anims
2613,jackie_car_sport_shooting.anims,npc\main_characters\jackie\interactive_scene\jackie_car_sport_shooting.anims
2614,jackie_locomotion_gestures.anims,npc\main_characters\jackie\interactive_scene\jackie_locomotion_gestures.anims
2615,jackie_stand_aggresive.anims,npc\main_characters\jackie\interactive_scene\jackie_stand_aggresive.anims
2616,jackie_stand_relaxed.anims,npc\main_characters\jackie\interactive_scene\jackie_stand_relaxed.anims
2617,jackie_stand__2h_with_guns.anims,npc\main_characters\jackie\interactive_scene\jackie_stand__2h_with_guns.anims
2618,jackie_transitions.anims,npc\main_characters\jackie\interactive_scene\jackie_transitions.anims
2619,jackie__lie_ground_lean180__next_to_chip_case__01.anims,npc\main_characters\jackie\interactive_scene\jackie__lie_ground_lean180__next_to_chip_case__01.anims
2620,jackie__lie_ground_lean270__hold_chip_case__01.anims,npc\main_characters\jackie\interactive_scene\jackie__lie_ground_lean270__hold_chip_case__01.anims
2621,jackie__sit_couch_lean180__2h_elbow_backrest__01.anims,npc\main_characters\jackie\interactive_scene\jackie__sit_couch_lean180__2h_elbow_backrest__01.anims
2622,jackie__sit_couch_lean180__2h_on_lap__02.anims,npc\main_characters\jackie\interactive_scene\jackie__sit_couch_lean180__2h_on_lap__02.anims
2623,jackie__sit_limo_lean0__2h_on_knees__01.anims,npc\main_characters\jackie\interactive_scene\jackie__sit_limo_lean0__2h_on_knees__01.anims
2624,jackie__sit_limo_lean180__2h_on_lap_slouched__01.anims,npc\main_characters\jackie\interactive_scene\jackie__sit_limo_lean180__2h_on_lap_slouched__01.anims
2625,jackie__sit_limo_lean180__dead__01.anims,npc\main_characters\jackie\interactive_scene\jackie__sit_limo_lean180__dead__01.anims
2626,jackie__sit_limo_lean180__lh_on_lap__01.anims,npc\main_characters\jackie\interactive_scene\jackie__sit_limo_lean180__lh_on_lap__01.anims
2627,jackie__stand_chair_lean0__rl_on_chair__01.anims,npc\main_characters\jackie\interactive_scene\jackie__stand_chair_lean0__rl_on_chair__01.anims
2628,jackie__stand_cover_lean90__rh__railing.anims,npc\main_characters\jackie\interactive_scene\jackie__stand_cover_lean90__rh__railing.anims
2629,jackie__stand_table_lean0__2h_on_bot_case__01.anims,npc\main_characters\jackie\interactive_scene\jackie__stand_table_lean0__2h_on_bot_case__01.anims
2630,jackie__stand_wall_lean180__2h_flathead_box__01.anims,npc\main_characters\jackie\interactive_scene\jackie__stand_wall_lean180__2h_flathead_box__01.anims
2631,jackie__stand_wall_lean180__arms_crossed_front__01.anims,npc\main_characters\jackie\interactive_scene\jackie__stand_wall_lean180__arms_crossed_front__01.anims
2632,jackie__stand__2h_on_sides.anims,npc\main_characters\jackie\interactive_scene\jackie__stand__2h_on_sides.anims
2633,jackie__stand__rh_biochip_case__01.anims,npc\main_characters\jackie\interactive_scene\jackie__stand__rh_biochip_case__01.anims
2634,jackie__stand__rh_flathead_box__01.anims,npc\main_characters\jackie\interactive_scene\jackie__stand__rh_flathead_box__01.anims
2635,jackie_dialogue_relaxed_locomotion.anims,npc\main_characters\jackie\locomotion\jackie_dialogue_relaxed_locomotion.anims
2636,jackie_flathead_case_locomotion.anims,npc\main_characters\jackie\locomotion\jackie_flathead_case_locomotion.anims
2637,johnny_generic__kneel__rk_on_ground__01.anims,npc\main_characters\johnny\interactive_scene\johnny_generic__kneel__rk_on_ground__01.anims
2638,johnny_generic__sit_chair_lean0__2h_elbow_on_knees__01.anims,npc\main_characters\johnny\interactive_scene\johnny_generic__sit_chair_lean0__2h_elbow_on_knees__01.anims
2639,johnny__glitches.anims,npc\main_characters\johnny\interactive_scene\johnny__glitches.anims
2640,johnny__kneel__2h_elbow_on_knees__01.anims,npc\main_characters\johnny\interactive_scene\johnny__kneel__2h_elbow_on_knees__01.anims
2641,johnny__kneel__rk_on_ground__01.anims,npc\main_characters\johnny\interactive_scene\johnny__kneel__rk_on_ground__01.anims
2642,johnny__kneel__rk_on_ground__lh_pistol__01.anims,npc\main_characters\johnny\interactive_scene\johnny__kneel__rk_on_ground__lh_pistol__01.anims
2643,johnny__lie_bed_180__lh_chest__01.anims,npc\main_characters\johnny\interactive_scene\johnny__lie_bed_180__lh_chest__01.anims
2644,johnny__lie_bed_270__rh_on_lap__01.anims,npc\main_characters\johnny\interactive_scene\johnny__lie_bed_270__rh_on_lap__01.anims
2645,johnny__lie_bed_90__lh_on_lap__01.anims,npc\main_characters\johnny\interactive_scene\johnny__lie_bed_90__lh_on_lap__01.anims
2646,johnny__lie_ground_270__rh_on_lap__01.anims,npc\main_characters\johnny\interactive_scene\johnny__lie_ground_270__rh_on_lap__01.anims
2647,johnny__lie_ground_90__lh_on_lap__01.anims,npc\main_characters\johnny\interactive_scene\johnny__lie_ground_90__lh_on_lap__01.anims
2648,johnny__lie_ground_lean180__lh_on_knee__01.anims,npc\main_characters\johnny\interactive_scene\johnny__lie_ground_lean180__lh_on_knee__01.anims
2649,johnny__lie_table_lean270__rh_on_belly__01.anims,npc\main_characters\johnny\interactive_scene\johnny__lie_table_lean270__rh_on_belly__01.anims
2650,johnny__lie_table_lean90__lh_on_belly__01.anims,npc\main_characters\johnny\interactive_scene\johnny__lie_table_lean90__lh_on_belly__01.anims
2651,johnny__sit_bench_lean0__lh_on_lap__01.anims,npc\main_characters\johnny\interactive_scene\johnny__sit_bench_lean0__lh_on_lap__01.anims
2652,johnny__sit_car_lean90__rl_on_seat__01.anims,npc\main_characters\johnny\interactive_scene\johnny__sit_car_lean90__rl_on_seat__01.anims
2653,johnny__sit_chair_lean0__2h_elbow_on_knees__01.anims,npc\main_characters\johnny\interactive_scene\johnny__sit_chair_lean0__2h_elbow_on_knees__01.anims
2654,johnny__sit_chair_lean0__2h_elbow_on_knees__02.anims,npc\main_characters\johnny\interactive_scene\johnny__sit_chair_lean0__2h_elbow_on_knees__02.anims
2655,johnny__sit_chair_lean0__2h_on_backrest__01.anims,npc\main_characters\johnny\interactive_scene\johnny__sit_chair_lean0__2h_on_backrest__01.anims
2656,johnny__sit_chair_lean0__lh_cigarette__01.anims,npc\main_characters\johnny\interactive_scene\johnny__sit_chair_lean0__lh_cigarette__01.anims
2657,johnny__sit_chair_lean0__lh_cigarette__02.anims,npc\main_characters\johnny\interactive_scene\johnny__sit_chair_lean0__lh_cigarette__02.anims
2658,johnny__sit_chair_lean0__rh_glasses__01.anims,npc\main_characters\johnny\interactive_scene\johnny__sit_chair_lean0__rh_glasses__01.anims
2659,johnny__sit_chair_lean0__rh_on_backrest__01.anims,npc\main_characters\johnny\interactive_scene\johnny__sit_chair_lean0__rh_on_backrest__01.anims
2660,johnny__sit_chair_lean0__rh_on_backrest__02.anims,npc\main_characters\johnny\interactive_scene\johnny__sit_chair_lean0__rh_on_backrest__02.anims
2661,johnny__sit_chair_lean0__rh_on_lap__01.anims,npc\main_characters\johnny\interactive_scene\johnny__sit_chair_lean0__rh_on_lap__01.anims
2662,johnny__sit_chair_lean180__2h_on_lap__01.anims,npc\main_characters\johnny\interactive_scene\johnny__sit_chair_lean180__2h_on_lap__01.anims
2663,johnny__sit_chair_lean180__arms_legs_crossed__01.anims,npc\main_characters\johnny\interactive_scene\johnny__sit_chair_lean180__arms_legs_crossed__01.anims
2664,johnny__sit_chair_table_lean0__2h_on_table__01.anims,npc\main_characters\johnny\interactive_scene\johnny__sit_chair_table_lean0__2h_on_table__01.anims
2665,johnny__sit_chair__2h_on_lap_lh_cigarette__01.anims,npc\main_characters\johnny\interactive_scene\johnny__sit_chair__2h_on_lap_lh_cigarette__01.anims
2666,johnny__sit_chair__2h_up_lh_cigarette__01.anims,npc\main_characters\johnny\interactive_scene\johnny__sit_chair__2h_up_lh_cigarette__01.anims
2667,johnny__sit_table_lean180__rf_on_ground__01.anims,npc\main_characters\johnny\interactive_scene\johnny__sit_table_lean180__rf_on_ground__01.anims
2668,johnny__sit_table_lean270__2h_guitar__01.anims,npc\main_characters\johnny\interactive_scene\johnny__sit_table_lean270__2h_guitar__01.anims
2669,johnny__stand_bar_lean0__2h_on_bar__01.anims,npc\main_characters\johnny\interactive_scene\johnny__stand_bar_lean0__2h_on_bar__01.anims
2670,johnny__stand_chair_lean0__lh_gun_lf_on_chair__01.anims,npc\main_characters\johnny\interactive_scene\johnny__stand_chair_lean0__lh_gun_lf_on_chair__01.anims
2671,johnny__stand_rail_lean0__lh_cigarette__01.anims,npc\main_characters\johnny\interactive_scene\johnny__stand_rail_lean0__lh_cigarette__01.anims
2672,johnny__stand_rail_lean180__2h_on_rail__01.anims,npc\main_characters\johnny\interactive_scene\johnny__stand_rail_lean180__2h_on_rail__01.anims
2673,johnny__stand_rail_lean180__lh_cigarette__01.anims,npc\main_characters\johnny\interactive_scene\johnny__stand_rail_lean180__lh_cigarette__01.anims
2674,johnny__stand_wall_lean0__lh_on_wall__01.anims,npc\main_characters\johnny\interactive_scene\johnny__stand_wall_lean0__lh_on_wall__01.anims
2675,johnny__stand_wall_lean0__rh_on_wall__01.anims,npc\main_characters\johnny\interactive_scene\johnny__stand_wall_lean0__rh_on_wall__01.anims
2676,johnny__stand_wall_lean180__lh_pocket__01.anims,npc\main_characters\johnny\interactive_scene\johnny__stand_wall_lean180__lh_pocket__01.anims
2677,johnny__stand_wall_lean180__rh_cigarette__01.anims,npc\main_characters\johnny\interactive_scene\johnny__stand_wall_lean180__rh_cigarette__01.anims
2678,johnny__stand_wall_lean180__rh_glasses_lh_pocket__01.anims,npc\main_characters\johnny\interactive_scene\johnny__stand_wall_lean180__rh_glasses_lh_pocket__01.anims
2679,johnny__stand_wall_lean270__2h_on_sides__01.anims,npc\main_characters\johnny\interactive_scene\johnny__stand_wall_lean270__2h_on_sides__01.anims
2680,johnny__stand_wall_lean270__arms_crossed_front__01.anims,npc\main_characters\johnny\interactive_scene\johnny__stand_wall_lean270__arms_crossed_front__01.anims
2681,johnny__stand_wall_lean90__2h_on_sides__01.anims,npc\main_characters\johnny\interactive_scene\johnny__stand_wall_lean90__2h_on_sides__01.anims
2682,johnny__stand_wall_lean90__arms_crossed_front__01.anims,npc\main_characters\johnny\interactive_scene\johnny__stand_wall_lean90__arms_crossed_front__01.anims
2683,johnny__stand__2h_glasses__01.anims,npc\main_characters\johnny\interactive_scene\johnny__stand__2h_glasses__01.anims
2684,johnny__stand__2h_guitar__01.anims,npc\main_characters\johnny\interactive_scene\johnny__stand__2h_guitar__01.anims
2685,johnny__stand__2h_on_sides__aggressive__01.anims,npc\main_characters\johnny\interactive_scene\johnny__stand__2h_on_sides__aggressive__01.anims
2686,johnny__stand__2h_on_sides__aggressive__02.anims,npc\main_characters\johnny\interactive_scene\johnny__stand__2h_on_sides__aggressive__02.anims
2687,johnny__stand__2h_open__01.anims,npc\main_characters\johnny\interactive_scene\johnny__stand__2h_open__01.anims
2688,johnny__stand__arms_crossed_front__01.anims,npc\main_characters\johnny\interactive_scene\johnny__stand__arms_crossed_front__01.anims
2689,johnny__stand__lh_cigarette__aggressive__01.anims,npc\main_characters\johnny\interactive_scene\johnny__stand__lh_cigarette__aggressive__01.anims
2690,johnny__stand__lh_gun_aim__01.anims,npc\main_characters\johnny\interactive_scene\johnny__stand__lh_gun_aim__01.anims
2691,johnny__stand__lh_pistol_aim__01.anims,npc\main_characters\johnny\interactive_scene\johnny__stand__lh_pistol_aim__01.anims
2692,johnny__stand__lh_pistol__01.anims,npc\main_characters\johnny\interactive_scene\johnny__stand__lh_pistol__01.anims
2693,johnny__stand__lh_pocket__01.anims,npc\main_characters\johnny\interactive_scene\johnny__stand__lh_pocket__01.anims
2694,johnny__stand__rh_glasses__01.anims,npc\main_characters\johnny\interactive_scene\johnny__stand__rh_glasses__01.anims
2695,johnny__transitions.anims,npc\main_characters\johnny\interactive_scene\johnny__transitions.anims
